"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"1 Jul 2025 6:47:44 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-141.60","-141.60"
"1 Jul 2025 6:47:44 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1 Jul 2025 6:47:48 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-59.00","-59.00"
"1 Jul 2025 6:47:51 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-141.60","-141.60"
"1 Jul 2025 6:47:51 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-141.60","-141.60"
"1 Jul 2025 6:47:54 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1 Jul 2025 6:47:58 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1 Jul 2025 6:48:01 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-129.80","-129.80"
"1 Jul 2025 6:48:05 am UTC","25087465792","FBA Inventory Fee","250626WVP","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-141.60","-141.60"
"1 Jul 2025 6:48:57 am UTC","25087465792","Order","408-5914635-7024326","Large Cube Sink Organizer FC","Home Elem kitchen sink organiser wall mounted|Stainless Steel Sink & Washroom Organizer with Drain Tray|Kitchen Sink Organiser, Soap Stand, Adhesive W","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","Bangana","HIMACHAL PRADESH","174307","891.96","0","0","0","107.04","0","0","-4.46","-0.90","-141.46","-164.02","-29.50","0","658.66"
"1 Jul 2025 8:32:51 am UTC","25087279652","Order","403-7499539-9037153","Large Cube Sink Organizer FC","Home Elem kitchen sink organiser wall mounted|Stainless Steel Sink & Washroom Organizer with Drain Tray|Kitchen Sink Organiser, Soap Stand, Adhesive W","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Ettimadai","TAMIL NADU","641112","891.96","35.71","0","-35.71","107.04","0","0","-4.46","-0.90","-141.46","-112.10","-29.50","0","710.58"
"1 Jul 2025 8:36:21 am UTC","25087279652","Shipping Services","406-5698226-8273149","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"1 Jul 2025 8:36:22 am UTC","25087465792","Shipping Services","406-4553684-6362768","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"1 Jul 2025 8:37:02 am UTC","25087279652","Shipping Services","171-4617844-2952344","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"1 Jul 2025 8:37:15 am UTC","25087279652","Shipping Services","407-5290651-1247554","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"1 Jul 2025 8:51:56 am UTC","25087279652","Order","171-4617844-2952344","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","ADOOR","KERALA","691551","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"1 Jul 2025 8:52:19 am UTC","25087465792","Order","406-4553684-6362768","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Sirajuli","ASSAM","784117","445.54","0","0","0","53.46","0","0","-2.23","-0.46","-29.44","0","-11.80","0","455.07"
"1 Jul 2025 8:52:40 am UTC","25087279652","Order","406-5698226-8273149","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Chennai","TAMIL NADU","600088","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"1 Jul 2025 8:52:43 am UTC","25087279652","Order","407-5290651-1247554","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NEW TOWN","WEST BENGAL","700156","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"1 Jul 2025 8:53:44 am UTC","25087465792","Order","405-7441831-5689140","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","Agra","Uttar Pradesh","282006","972.32","35.71","0","-35.71","116.68","0","0","-4.86","-0.99","-160.63","-261.96","-59.00","0","601.56"
"1 Jul 2025 9:31:39 am UTC","25087465792","Order","407-8285647-4237116","5 slot mop holder-FC","Home Elem Broom Mop Holder Wall Mount Stainless Steel Wall Mounted Storage Organizer Heavy Duty Tools Hanger with 5 Racks 4 Hooks for Kitchen Bathroom","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","Markapur","ANDHRA PRADESH","523316","668.75","0","0","0","80.25","0","0","-3.34","-0.67","-106.06","-66.08","-29.50","0","543.35"
"1 Jul 2025 11:43:27 am UTC","25087279652","Order","403-1995971-9867515","2 Pcs Shelves","Home Elem 2-Piece Stainless Steel Dual Mount Self Adhesive & Drill - Bathroom Organiser - Washroom Storage Organizer & Bathroom Shelf for Wall - Space","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","PIMPRI CHINCHWAD","MAHARASHTRA","411033","891.96","35.71","0","-35.71","107.04","0","0","-4.46","-0.90","-141.46","-169.92","-29.50","0","652.76"
"1 Jul 2025 12:05:02 pm UTC","25087279652","Order","171-3349694-0328353","3-pc FC","Home Elem 3-Pack,Bathroom Organiser Without Drill, Shower Caddy, Adhesive Shower Caddy with soap Holder and 12 Hooks, rustproof Stainless, Bathroom Co","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Pimpri Chinchwad","MAHARASHTRA","411033","1,249.11","0","0","0","149.89","0","0","-6.25","-1.25","-198.10","-169.92","-59.00","0","964.48"
"1 Jul 2025 1:20:54 pm UTC","25087279652","Order","408-9601743-2977938","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","BENGALURU","KARNATAKA","560077","869.64","0","0","0","104.36","0","0","-4.35","-0.88","-126.43","-186.44","-29.50","0","626.40"
"1 Jul 2025 3:24:34 pm UTC","25087279652","Order","408-7055180-1773129","2 Pcs Shelves","Home Elem 2-Piece Stainless Steel Dual Mount Self Adhesive & Drill - Bathroom Organiser - Washroom Storage Organizer & Bathroom Shelf for Wall - Space","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","CHENNAI","TAMIL NADU","600014","891.96","0","0","0","107.04","0","0","-4.46","-0.90","-141.46","-118.00","-29.50","0","704.68"
"1 Jul 2025 4:15:30 pm UTC","25087279652","Order","405-7662445-5913155","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","HYDERABAD","TELANGANA","500049","869.64","0","0","0","104.36","-2.17","-2.17","0","-0.88","-126.43","-186.44","-29.50","0","626.41"
"1 Jul 2025 5:38:44 pm UTC","25087465792","Order","408-3604745-3344317","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","SILIGURI","WEST BENGAL","734010","869.64","35.71","0","-35.71","104.36","0","0","-4.35","-0.88","-126.43","-261.96","-29.50","0","550.88"
"1 Jul 2025 6:28:45 pm UTC","25087279652","Order","402-7886875-2657916","Large Cube Sink Organizer FC","Home Elem kitchen sink organiser wall mounted|Stainless Steel Sink & Washroom Organizer with Drain Tray|Kitchen Sink Organiser, Soap Stand, Adhesive W","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","ROORKEE","UTTARAKHAND","247667","891.96","35.71","0","-35.71","107.04","0","0","-4.46","-0.90","-141.46","-164.02","-29.50","0","658.66"
"1 Jul 2025 6:29:58 pm UTC","25087465792","Service Fee","","","Cost of Advertising","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,022.29","-364.01","-2,386.30"
"1 Jul 2025 6:30:51 pm UTC","25087279652","Order","405-5529733-7257100","Russian Puzzle FC","Junior Turtle's Kids Wooden Tetris Puzzle - Set of 1, Educational Brain Teasers Game Toy for Ages 3-8 Years, Perfect Return Gift for All Age Groups.","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","HYDERABAD","TELANGANA","500008","177.68","0","0","0","21.32","-0.44","-0.44","0","-0.18","0","-66.08","-14.16","0","117.70"
"1 Jul 2025 8:26:07 pm UTC","25087279652","Order","403-4317590-3698728","3 slot 4 hook mop holder FC","Home Elem Broom Mop Holder Wall Mount Stainless Steel Wall Mounted Storage Organizer Heavy Duty Tools Hanger with 3 Holder 4 Hooks for Kitchen Bathroo","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Hupri","MAHARASHTRA","416203","445.54","35.71","0","-35.71","53.46","0","0","-2.23","-0.45","-26.50","-96.76","-14.16","0","358.90"
"1 Jul 2025 8:45:43 pm UTC","25087465792","Order","408-6318498-4468313","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","AHMEDABAD","GUJARAT","380059","869.64","35.71","0","-35.71","104.36","0","0","-4.35","-0.88","-126.43","-261.96","-29.50","0","550.88"
"1 Jul 2025 8:46:06 pm UTC","25087465792","Order","402-7846536-6633138","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","JALPAIGURI","WEST BENGAL","735202","869.64","0","0","0","104.36","0","0","-4.35","-0.88","-126.43","-261.96","-29.50","0","550.88"
"2 Jul 2025 7:33:10 am UTC","25087465792","Shipping Services","407-4647866-7145105","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"2 Jul 2025 7:33:15 am UTC","25087279652","Shipping Services","408-0748696-0561119","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"2 Jul 2025 7:33:19 am UTC","25087279652","Shipping Services","406-6014374-6141134","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"2 Jul 2025 7:33:30 am UTC","25087279652","Shipping Services","403-6587983-2594717","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"2 Jul 2025 7:49:03 am UTC","25087279652","Order","408-0748696-0561119","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KALYAN","MAHARASHTRA","421103","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"2 Jul 2025 7:49:20 am UTC","25087279652","Order","406-6014374-6141134","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Ernakulam","KERALA","682021","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"2 Jul 2025 7:49:29 am UTC","25087465792","Order","407-4647866-7145105","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Purasaiwakkam","TAMIL NADU","600007","445.54","0","0","0","53.46","0","0","-2.23","-0.46","-29.44","0","-11.80","0","455.07"
"2 Jul 2025 7:49:43 am UTC","25087279652","Order","403-6587983-2594717","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHENNAI","TAMIL NADU","600126","445.54","0","0","0","53.46","0","0","-2.23","-0.45","-29.44","0","-11.80","0","455.08"
"2 Jul 2025 7:58:10 am UTC","25087465792","Shipping Services","408-8135481-2520334","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-143.96","0","-143.96"
"2 Jul 2025 8:13:32 am UTC","25087465792","Order","408-8135481-2520334","Drainer stand with mittens","Home Elem Stainless Steel Rice Strainer Pot with Lid Lock | Rice Cooker with Starch Remover | Rice Pot Drainer Stand | Boiled Rice & Noodles Filter Ve","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600039","445.54","0","0","0","53.46","0","0","-2.23","-0.46","-29.44","0","-11.80","0","455.07"
"2 Jul 2025 9:37:53 am UTC","25087279652","Order","404-0072301-8936321","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","BENGALURU","KARNATAKA","560108","869.64","0","0","0","104.36","0","0","-4.35","-0.88","-126.43","-186.44","-29.50","0","626.40"
"2 Jul 2025 9:43:14 am UTC","25087279652","Order","402-9761875-0242700","3-pc FC","Home Elem 3-Pack,Bathroom Organiser Without Drill, Shower Caddy, Adhesive Shower Caddy with soap Holder and 12 Hooks, rustproof Stainless, Bathroom Co","4","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NASHIK","MAHARASHTRA","422008","4,996.44","0","0","-249.84","569.60","0","0","-23.72","-4.76","-752.79","-410.64","-236.00","0","3,888.29"
"2 Jul 2025 9:50:15 am UTC","25087279652","Order","406-1692332-1958712","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Coimbatore","TAMIL NADU","641005","869.64","0","0","0","104.36","0","0","-4.35","-0.88","-126.43","-186.44","-29.50","0","626.40"
"2 Jul 2025 9:50:41 am UTC","25087279652","Order","407-7602774-9462745","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Hyderabad","TELANGANA","500040","869.64","35.72","0","-35.72","104.36","-2.17","-2.17","0","-0.88","-126.43","-186.44","-29.50","0","626.41"
"2 Jul 2025 9:51:18 am UTC","25087465792","Order","405-4623319-8116325","12 inch Fruit Basket-FC","Home Elem 12 inch fruit basket with lid net cover | stainless steel fruits storage basket fruit basket for dining table vegetable storeg basket kitche","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","BENGALURU","KARNATAKA","560085","869.64","0","0","0","104.36","0","0","-4.35","-0.88","-126.43","-186.44","-29.50","0","626.40"
"2 Jul 2025 10:05:03 am UTC","25087279652","Order","404-2093001-5699529","2 Pcs Shelves","Home Elem 2-Piece Stainless Steel Dual Mount Self Adhesive & Drill - Bathroom Organiser - Washroom Storage Organizer & Bathroom Shelf for Wall - Space","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","THANE","MAHARASHTRA","400608","891.96","35.71","0","-35.71","107.04","0","0","-4.46","-0.90","-141.46","-169.92","-29.50","0","652.76"
"2 Jul 2025 12:26:41 pm UTC","25087465792","Order","405-4922100-8437133","Sink Organizer FC","Home Elem Stainless Steel Sink & Washroom Organizer with Drain Tray - Kitchen Sink Organiser, Soap Stand, Adhesive Wall Mount, Sponge Holder, kitchen","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","GREATER NOIDA","UTTAR PRADESH","201310","677.68","0","0","0","81.32","0","0","-3.39","-0.69","-107.47","-120.36","-29.50","0","497.59"
"2 Jul 2025 12:38:46 pm UTC","25087465792","Adjustment","402-9074993-3921942","Sink Organizer FC","FBA Inventory Reimbursement - Customer Return","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","127.02","127.02"
"2 Jul 2025 12:41:32 pm UTC","25087465792","Order","405-8913847-3659560","Sink Organizer FC","Home Elem Stainless Steel Sink & Washroom Organizer with Drain Tray - Kitchen Sink Organiser, Soap Stand, Adhesive Wall Mount, Sponge Holder, kitchen","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","HYDERABAD","TELANGANA","500070","686.60","35.72","0","-35.72","82.40","-1.72","-1.72","0","-0.70","-108.89","-83.78","-29.50","0","542.69"
"2 Jul 2025 12:42:15 pm UTC","25087279652","Order","403-3077864-9738764","Sink Organizer FC","Home Elem Stainless Steel Sink & Washroom Organizer with Drain Tray - Kitchen Sink Organiser, Soap Stand, Adhesive Wall Mount, Sponge Holder, kitchen","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","DIMAPUR","NAGALAND","797112","677.68","0","0","0","81.32","0","0","-3.39","-0.68","-107.47","-120.36","-29.50","0","497.60"
"2 Jul 2025 12:45:26 pm UTC","25087465792","Fulfilment Fee Refund","406-0467102-4913910","","Fulfillment Fee Refund","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","118.00","0","0","118.00"
"2 Jul 2025 1:01:08 pm UTC","25087465792","Refund","406-0467102-4913910","66-0U5K-HY21","Home Elem Stainless Steel Rice Pot Drain Stand|Noodles Strainer|Cooked Rice Strainer Stand|Stand for Fruit,Beans Handsfree Rice Pot Drain Stand (Kitch","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","KOZHIKODE","KERALA","673513","-445.54","-35.71","0","35.71","-53.46","0","0","2.23","0","29.45","0","14.16","0","-453.16"
"2 Jul 2025 1:57:56 pm UTC","25087279652","Order","171-8798460-7176302","Sink Organizer FC","Home Elem Stainless Steel Sink & Washroom Organizer with Drain Tray - Kitchen Sink Organiser, Soap Stand, Adhesive Wall Mount, Sponge Holder, kitchen","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","BANGALORE","KARNATAKA","560078","677.68","0","0","0","81.32","-1.69","-1.69","0","-0.68","-107.48","-83.78","-29.50","0","534.18"
